<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MTSS;D;20160819;00:00:00;236.6500000;2183870
MTSS;D;20160822;00:00:00;237.1000000;1660020
MTSS;D;20160823;00:00:00;237.3500000;1648420
MTSS;D;20160824;00:00:00;235.2500000;1703600
MTSS;D;20160825;00:00:00;237.5000000;1629830
MTSS;D;20160826;00:00:00;237.2000000;1752100
MTSS;D;20160829;00:00:00;236.0500000;1318590
MTSS;D;20160830;00:00:00;240.7500000;2348480
MTSS;D;20160831;00:00:00;239.1000000;3294570
MTSS;D;20160901;00:00:00;237.0000000;2283070
MTSS;D;20160902;00:00:00;239.5000000;1444820
MTSS;D;20160905;00:00:00;238.8500000;746190
MTSS;D;20160906;00:00:00;239.9000000;1377540
MTSS;D;20160907;00:00:00;244.6000000;5408820
MTSS;D;20160908;00:00:00;246.3500000;2097940
MTSS;D;20160909;00:00:00;243.8500000;1527280
MTSS;D;20160912;00:00:00;240.7000000;1582730
MTSS;D;20160913;00:00:00;237.4000000;2018530
MTSS;D;20160914;00:00:00;235.5500000;1660370
MTSS;D;20160915;00:00:00;230.2000000;4510040
MTSS;D;20160916;00:00:00;232.0000000;3153210
MTSS;D;20160919;00:00:00;231.0000000;1653660
MTSS;D;20160920;00:00:00;230.5000000;1107730
MTSS;D;20160921;00:00:00;233.0000000;2669570
MTSS;D;20160922;00:00:00;234.8000000;2376600
MTSS;D;20160923;00:00:00;231.8500000;2672110
MTSS;D;20160926;00:00:00;230.7000000;2022530
MTSS;D;20160927;00:00:00;229.9000000;2648690
MTSS;D;20160928;00:00:00;229.8000000;2943930
MTSS;D;20160929;00:00:00;230.0500000;1158450
MTSS;D;20160930;00:00:00;227.5000000;3322980
MTSS;D;20161003;00:00:00;229.4000000;2241820
MTSS;D;20161004;00:00:00;229.0500000;2187110
MTSS;D;20161005;00:00:00;228.4000000;2006800
MTSS;D;20161006;00:00:00;230.8000000;2480580
MTSS;D;20161007;00:00:00;230.3000000;2185500
MTSS;D;20161010;00:00:00;232.5500000;2377800
MTSS;D;20161011;00:00:00;231.9500000;2251820
