<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
POLY;D;20170209;00:00:00;716.5000000;85572
POLY;D;20170210;00:00:00;722.0000000;84727
POLY;D;20170213;00:00:00;710.0000000;44380
POLY;D;20170214;00:00:00;698.0000000;53005
POLY;D;20170215;00:00:00;696.5000000;61724
POLY;D;20170216;00:00:00;696.0000000;47473
POLY;D;20170217;00:00:00;715.0000000;215712
POLY;D;20170220;00:00:00;716.0000000;46732
POLY;D;20170221;00:00:00;704.5000000;104948
POLY;D;20170222;00:00:00;709.5000000;73652
POLY;D;20170224;00:00:00;731.0000000;89985
POLY;D;20170227;00:00:00;708.0000000;83944
POLY;D;20170228;00:00:00;691.0000000;133553
POLY;D;20170301;00:00:00;679.0000000;71203
POLY;D;20170302;00:00:00;675.5000000;49053
POLY;D;20170303;00:00:00;661.0000000;63676
POLY;D;20170306;00:00:00;652.0000000;79877
POLY;D;20170307;00:00:00;643.0000000;84180
POLY;D;20170309;00:00:00;661.0000000;82248
POLY;D;20170310;00:00:00;661.5000000;32970
POLY;D;20170313;00:00:00;662.5000000;43693
POLY;D;20170314;00:00:00;675.0000000;61046
POLY;D;20170315;00:00:00;687.0000000;61545
POLY;D;20170316;00:00:00;720.0000000;218419
POLY;D;20170317;00:00:00;720.0000000;55482
POLY;D;20170320;00:00:00;714.0000000;24619
POLY;D;20170321;00:00:00;723.0000000;87319
POLY;D;20170322;00:00:00;750.0000000;194536
POLY;D;20170323;00:00:00;739.0000000;57300
